pickup_x,pickup_y,dropoff_x,dropoff_y,pickup_sec
11,13,10,13,55078
9,12,9,11,579
9,11,9,11,51640
12,12,10,12,46387
10,13,10,12,50341
9,11,10,12,62582
9,13,10,14,61604
16,7,10,12,52496
10,13,9,13,56735
9,12,9,12,63366
10,14,10,14,61780
9,12,9,12,49653
10,13,10,13,55027
9,13,9,13,73756
9,11,9,11,73873
9,11,9,11,11217
9,11,9,10,66627
10,12,10,13,81027
11,13,10,12,2703
10,13,10,13,50430
10,13,10,13,60816
9,11,8,10,1817
10,15,11,15,78996
9,12,11,12,4341
9,13,9,13,71887
9,12,9,11,35011
10,13,10,13,49388
9,10,9,12,63778
9,11,9,11,39173
16,7,10,12,1270
9,12,10,12,59636
10,14,10,13,50495
10,12,10,13,45190
10,12,9,12,26075
9,12,9,12,55913
9,12,11,15,79352
8,10,8,10,45948
10,13,10,13,47227
9,11,10,12,47506
10,13,8,10,84940
10,13,10,14,69318
9,12,9,12,51735
9,13,10,13,42498
9,13,9,11,81531
9,13,10,13,59085
11,13,11,14,28413
11,9,11,9,69692
10,13,10,13,60245
9,11,9,11,62784
10,12,10,13,76699
9,12,9,13,37743
10,14,10,12,29580
9,11,10,12,71057
9,11,10,12,68940
10,12,10,12,57015
9,12,10,13,59840
8,10,9,12,62153
10,13,10,12,43830
9,12,9,11,72653
10,11,9,12,40871
10,13,9,13,63616
9,10,9,11,73808
10,13,9,11,30761
9,12,10,12,65130
9,12,9,13,63635
10,13,10,12,53650
9,12,10,12,77129
10,13,10,13,49901
11,13,11,14,47598
9,13,9,12,60105
10,12,9,13,77379
9,10,9,11,8416
16,7,11,13,29611
10,13,10,13,63045
9,11,9,11,53152
10,12,9,11,58471
9,12,9,12,28316
11,15,11,14,17001
10,13,9,12,39781
10,13,11,13,46430
11,13,13,13,58542
10,11,10,12,60656
10,12,10,12,40523
9,12,11,16,55819
9,12,10,13,65512
10,13,10,13,56558
9,12,9,11,67866
10,13,9,13,63472
9,12,9,12,68916
9,11,9,11,64879
9,12,10,14,48249
9,11,10,13,74657
9,12,10,13,58929
9,12,10,12,22978
9,13,9,12,38708
9,12,13,13,60641
9,13,10,13,39965
10,12,11,13,66882
10,12,8,10,84629
11,15,9,12,72140
9,10,10,14,54160
10,14,10,13,42563
9,12,9,12,25242
9,12,10,13,42733
9,10,8,10,62588
10,12,10,12,71927
9,11,9,11,2487
13,13,11,10,81690
9,12,9,12,28827
10,13,10,13,57527
9,13,10,13,29236
9,12,10,12,59674
10,12,10,12,64797
9,11,9,11,43811
9,11,8,10,85379
10,13,9,13,52808
9,12,10,12,65354
10,12,10,14,64983
9,12,10,13,38626
9,12,10,13,35835
10,13,11,13,61885
16,7,9,12,45559
10,13,10,13,54479
9,12,9,11,73565
10,11,9,11,39389
10,13,10,13,72650
9,10,8,10,81291
10,13,10,14,80428
13,13,9,12,85774
10,12,9,12,70245
9,12,11,13,62219
10,13,10,13,56287
10,13,10,12,63988
10,13,10,14,67234
10,13,9,12,62710
10,12,9,11,71729
10,11,10,13,70742
10,13,9,13,77451
10,14,9,9,59618
10,13,10,15,63600
9,13,13,13,30524
9,11,9,11,51973
9,11,9,10,71786
9,12,9,12,74251
11,12,10,12,3877
8,10,9,13,50858
9,12,9,12,27492
10,13,11,17,2194
9,12,9,13,81496
9,13,10,13,55278
13,13,11,15,80046
9,13,9,13,66422
9,12,9,13,42484
10,13,10,12,32371
9,12,10,12,29592
9,10,9,11,82132
16,7,11,13,1064
10,14,10,14,61609
16,7,16,9,45054
11,13,10,13,33466
10,14,10,13,58622
11,14,9,11,40896
10,12,10,13,61435
10,12,10,13,32653
10,11,9,12,56600
10,13,10,13,42078
9,12,9,12,35811
10,13,10,13,33026
13,13,12,12,35585
9,11,9,12,47225
9,12,10,12,37646
9,13,10,13,59458
10,13,10,12,52674
9,11,9,11,84409
10,13,10,13,49880
9,13,10,14,35643
9,11,10,13,1601
9,13,9,12,34920
10,12,10,12,67077
10,12,9,12,67956
9,12,10,12,37891
9,13,10,12,44158
9,12,9,13,74731
10,12,9,11,72320
9,12,9,12,62372
10,13,16,7,60685
10,13,10,12,32492
16,7,12,12,67413
10,12,10,11,62040
13,13,9,12,47251
9,11,10,13,42206
9,12,9,12,67619
8,10,13,13,24960
13,13,10,13,79260
9,12,9,12,57232
10,12,9,11,30609
9,11,9,12,84031
13,13,11,13,57137
10,14,10,12,35669
16,7,11,9,58980
16,7,11,4,54049
8,10,9,12,79906
13,13,9,9,31326
8,10,9,11,68684
9,12,9,12,81611
10,13,10,14,48012
10,13,11,13,54556
10,14,9,13,63393
10,13,11,14,68519
10,13,10,14,64416
10,12,10,12,53175
9,12,9,12,30305
10,13,10,13,58932
9,12,10,13,65130
10,12,10,13,51888
9,12,9,10,42282
9,12,9,11,30919
10,12,9,12,34486
9,11,9,11,5723
9,11,9,9,73070
9,11,9,11,19996
11,13,9,13,72730
9,12,9,12,64205
9,11,9,12,47964
9,11,8,11,70445
10,13,10,13,49039
9,12,9,12,62715
10,12,9,12,50308
9,12,9,12,47178
10,12,9,13,73887
10,13,10,13,50919
10,12,10,13,76888
9,12,9,12,66016
11,13,11,14,41402
16,7,13,13,21808
10,13,10,13,81343
13,13,10,12,53903
10,13,10,13,83505
9,13,9,12,38980
10,12,10,12,32479
10,12,10,13,38710
9,12,9,12,32988
16,7,9,11,78999
10,13,11,13,64150
10,13,10,12,30787
9,11,9,13,5309
12,12,11,12,29606
16,10,11,12,50581
16,7,9,12,62617
9,12,9,12,85262
9,11,9,10,10229
9,12,10,13,61326
9,12,9,12,46336
9,11,9,11,8336
10,13,10,13,69028
10,13,10,12,1835
13,13,11,13,117
10,13,10,14,28844
10,12,9,11,1588
16,7,9,12,54910
13,13,14,11,39319
10,13,10,13,62996
13,13,9,13,50294
10,12,10,12,56750
9,11,9,9,81166
9,11,10,13,45179
10,12,9,10,12838
9,12,10,13,64977
9,11,9,10,59769
10,12,11,13,74066
10,12,9,11,79265
13,11,14,11,59576
9,11,10,11,3975
9,11,11,12,80981
16,7,15,9,86158
9,12,9,12,70884
16,7,11,16,52605
9,11,10,13,78509
10,13,10,14,67986
10,12,16,7,48631
9,12,10,13,29495
16,7,9,12,60272
9,12,9,13,32573
10,13,9,12,34831
10,12,9,12,59189
10,13,10,12,53923
16,7,8,11,73764
9,11,9,11,20652
10,13,10,13,72573
10,13,10,13,68279
11,13,10,13,52679
10,13,9,13,68166
8,11,9,11,53345
11,14,10,13,54073
16,7,10,13,48198
10,13,10,14,52860
10,13,9,11,50127
9,11,9,8,70558
9,12,9,10,39409
9,12,10,13,62308
10,13,10,13,60315
10,13,9,13,75566
10,13,8,11,72538
10,12,10,13,59448
10,13,10,12,77441
9,11,10,12,53121
10,12,9,10,79468
10,13,9,12,52888
9,11,9,11,18596
10,14,10,14,78291
9,13,9,13,29822
10,13,10,13,49204
11,14,11,14,55636
10,12,10,11,84231
9,12,9,12,81176
10,13,9,11,32164
9,12,10,13,59338
9,12,9,12,40385
9,12,9,13,67611
13,13,11,14,43382
9,12,9,11,32411
9,12,9,12,45867
16,7,9,11,59689
10,13,10,13,37029
10,12,11,13,42785
8,10,9,10,74086
10,13,10,12,59931
9,12,9,13,929
10,14,9,11,85670
9,11,9,11,30596
9,13,11,14,53073
13,13,12,12,86337
10,13,10,13,81136
9,10,11,14,86301
10,14,10,15,40285
9,13,10,12,73616
9,12,10,13,75752
12,7,9,9,35043
9,11,10,12,25115
10,14,10,13,68474
10,12,10,13,52326
9,13,11,13,78241
10,13,11,13,38130
11,13,10,13,64601
9,12,9,11,68382
10,13,9,13,45908
9,11,10,14,5953
9,12,9,10,79228
16,7,10,13,70902
9,11,9,12,54728
9,11,9,10,68295
11,14,10,13,48022
9,12,9,13,83266
11,13,9,11,69711
9,11,9,11,79067
9,12,9,13,66945
8,10,9,11,45947
9,11,10,10,10623
10,13,10,12,42836
9,12,9,9,1890
9,12,10,12,70806
9,13,10,13,67934
10,13,11,13,33848
11,13,10,14,48750
11,13,10,14,55760
10,12,9,13,85971
9,12,9,13,66410
9,11,9,11,61510
9,11,10,12,76361
10,13,9,12,26848
10,13,10,13,77387
9,12,10,12,42387
9,11,10,12,61708
9,12,9,12,48487
10,13,10,12,63313
10,12,10,13,57040
9,12,10,11,77226
9,12,10,13,82292
10,13,10,12,25782
9,12,9,11,66892
9,11,9,12,46220
9,11,9,11,60008
9,11,9,11,77693
10,13,10,13,27593
9,12,9,11,25129
10,12,9,12,55429
8,11,16,7,20318
9,13,11,14,36911
9,11,9,10,31873
9,12,10,13,30338
9,12,9,11,3809
10,14,10,13,60526
9,12,9,12,12955
10,13,10,13,52259
10,13,10,12,52592
16,7,12,13,57590
9,10,9,10,84792
10,12,10,12,60273
16,7,11,10,63858
11,13,10,12,49155
10,13,11,14,38845
10,12,10,12,68639
11,14,11,15,28430
10,13,9,11,69029
10,13,10,13,81317
13,13,13,12,63924
10,13,10,13,38675
9,12,9,12,53180
9,12,10,12,27808
10,13,10,14,61003
9,11,11,13,75281
10,13,10,14,54932
16,7,18,9,9319
8,10,9,12,57656
10,13,10,13,52129
9,11,8,10,70500
10,14,9,13,45549
10,12,10,13,61939
9,11,9,9,77191
10,13,9,11,68191
9,11,9,11,46000
8,11,8,10,72189
8,11,10,12,43920
9,11,10,13,272
10,12,10,12,75755
9,12,11,13,62670
10,13,10,13,62431
9,12,10,13,59877
10,13,11,15,58459
10,12,10,13,67263
10,12,9,12,1999
9,11,10,12,50557
10,12,9,11,62473
10,13,10,14,41440
10,13,10,13,63542
9,11,9,12,3095
10,13,10,14,54066
9,10,9,11,6323
8,10,9,11,44071
10,13,10,13,44419
9,12,9,12,36822
9,11,10,12,32796
9,10,9,10,76876
9,11,10,12,76680
10,11,8,11,28440
9,11,11,13,81464
9,13,9,10,5029
9,12,10,12,49623
8,10,9,10,6900
9,13,9,12,45593
9,11,9,11,51546
10,14,10,13,45069
13,13,11,13,67830
9,11,9,10,79551
10,14,11,14,57804
10,12,9,12,48002
9,11,9,11,71039
9,12,11,16,8145
9,11,9,11,15085
10,13,10,13,24239
9,12,9,13,77932
9,11,10,11,56084
10,14,9,12,64390
8,11,9,13,73214
10,12,9,10,71498
10,13,10,13,57406
10,13,10,12,81303
10,13,9,12,61518
16,7,9,12,49737
13,13,10,12,74969
10,13,10,13,62008
10,12,10,12,71270
9,13,9,12,32836
10,12,9,12,31363
16,7,14,11,52155
11,14,10,14,65367
9,12,9,10,49803
9,11,8,10,72126
9,12,8,10,29722
16,7,10,13,49401
10,12,9,11,37919
10,13,10,12,73855
9,12,9,12,19586
9,11,9,11,69973
10,13,10,13,38298
11,13,11,14,64338
10,13,10,13,81033
10,13,10,13,47330
10,12,11,13,65834
10,12,9,12,71282
10,12,9,9,58225
10,13,10,13,42892
9,12,8,10,54167
9,12,11,16,31031
10,12,16,7,65985
10,13,10,14,51708
10,13,10,14,81240
9,13,10,14,61132
9,11,10,12,28082
10,12,10,13,49018
10,14,13,12,72742
10,13,10,13,25224
10,13,11,14,74110
10,13,9,11,82068
10,13,10,13,40442
10,13,9,13,34700
16,7,9,11,64092
9,11,10,12,28059
11,13,10,13,69446
9,12,9,12,10454
9,11,9,10,52944
10,12,10,12,81339
10,13,10,11,64742
9,11,9,12,49107
13,13,11,12,67132
9,11,9,12,77014
9,12,11,15,14080
8,10,10,12,43686
10,12,9,11,81510
11,13,10,12,79626
10,13,10,13,36566
10,13,10,12,31893
9,12,16,7,33788
11,14,12,14,43230
10,13,10,13,59961
16,7,9,11,86170
10,12,9,10,43044
10,13,10,13,40608
10,13,11,13,44423
10,13,10,12,62836
10,13,9,13,67393
9,12,9,13,79913
13,13,9,12,36031
9,12,10,12,53366
13,12,11,11,67259
9,11,9,11,54722
9,11,9,13,34277
9,12,10,13,33167
16,7,11,11,75184
10,12,10,12,50200
11,13,13,13,38939
10,14,10,13,28019
10,13,10,13,54341
9,11,9,11,32273
10,14,11,17,43940
8,10,9,11,1743
9,12,9,12,58036
10,12,10,13,66397
9,13,10,14,30668
15,11,15,11,45353
10,12,10,13,56940
9,11,9,11,6169
10,12,11,13,63470
9,12,11,13,414
11,13,11,14,68271
10,13,10,13,62980
10,12,9,11,72643
10,12,10,13,72468
10,12,9,12,50698
16,7,14,11,34898
9,12,10,12,70737
10,12,10,13,31475
10,11,10,12,46640
10,12,10,13,68201
9,11,10,12,45373
9,12,9,11,22690
11,13,9,12,40987
13,13,11,16,64647
9,12,9,11,51776
10,11,9,12,48727
9,11,9,11,70130
10,13,11,13,39030
16,7,15,9,82232
11,13,11,13,68460
10,13,10,12,51239
9,12,10,11,36816
10,12,9,12,3239
9,10,9,12,85624
9,12,9,13,55528
10,12,9,10,25128
10,12,9,11,47975
10,12,10,13,52160
9,10,9,11,14274
10,13,10,14,61797
10,12,9,12,59289
9,12,9,12,71846
10,12,10,12,52188
9,12,9,12,62189
10,12,13,13,19183
10,12,10,13,40966
10,12,9,12,78034
10,13,11,14,64528
10,13,11,13,43082
9,12,9,11,50363
10,13,10,13,37037
10,13,10,12,51626
11,13,11,13,44248
10,12,10,13,54776
10,12,9,11,45388
8,10,9,13,86340
13,13,9,11,51710
10,13,9,12,40503
10,14,11,14,74494
9,11,9,12,83062
10,12,11,13,62142
9,12,8,10,35999
10,13,9,12,48690
9,12,9,13,84900
9,10,11,11,64034
11,16,9,12,52312
13,13,10,6,37443
9,12,10,15,9544
10,13,10,13,34167
9,12,9,10,85948
10,12,10,13,51303
16,7,10,14,81691
10,12,10,12,36903
9,11,10,14,77349
10,15,10,15,898
8,10,9,11,33041
11,13,9,13,51789
16,7,10,13,63079
10,13,10,14,42264
9,11,10,12,62567
16,7,14,11,77926
9,12,10,12,42380
10,13,10,15,28533
11,13,13,13,70554
10,13,9,12,74995
10,11,9,11,68598
10,12,10,12,65922
10,13,10,13,48854
10,13,10,14,82109
10,15,10,14,46452
9,12,10,13,58668
10,13,11,14,14868
11,13,10,13,49807
9,12,9,10,75512
9,11,9,11,4967
13,13,11,14,82974
13,12,9,13,70601
10,13,10,13,27368
10,13,10,12,73512
10,12,9,13,68337
10,12,10,12,37954
9,12,9,12,5170
10,12,9,11,77959
9,12,9,12,86123
10,13,10,13,36785
10,12,10,13,63247
9,12,10,12,58072
10,12,10,13,65465
9,13,10,12,55807
10,12,9,11,36880
10,12,9,12,68235
8,11,9,11,3365
9,12,11,16,79852
9,12,9,12,45235
9,13,10,13,63988
10,13,10,13,62980
9,12,9,12,61450
9,12,10,13,37716
11,13,9,11,73181
9,11,9,12,72735
16,7,12,19,51438
16,7,13,8,54635
9,11,10,12,40366
9,11,10,12,39491
8,10,9,11,78081
10,12,10,13,82914
9,12,9,11,79585
10,12,10,13,50059
9,11,10,11,43268
16,7,17,8,29621
10,13,9,12,69826
10,12,9,13,66277
13,12,10,13,62586
13,13,14,13,37872
10,13,10,13,67334
11,15,10,14,30888
16,7,17,9,9871
10,12,10,13,51311
9,10,9,12,75423
16,7,16,10,25843
9,12,10,13,51250
9,12,9,11,61342
9,12,10,13,64687
9,12,9,11,39251
10,13,9,13,34609
10,13,10,12,62143
10,13,10,14,68723
9,11,10,12,78353
10,13,10,13,68751
9,12,10,10,68956
10,13,10,14,26751
9,10,9,11,67909
9,12,10,12,1100
10,13,11,13,32112
13,13,9,11,55981
10,13,10,13,59802
10,13,9,12,48620
9,13,10,13,57951
10,12,9,11,44954
10,13,10,14,59870
9,13,11,13,57707
16,7,11,10,50704
9,11,10,12,55536
9,11,9,12,61111
9,10,9,10,64373
9,11,9,12,15048
9,12,9,12,29112
9,12,10,13,49947
13,13,9,12,70738
16,7,9,12,49905
10,11,10,12,31277
10,12,9,11,48806
16,7,11,13,82448
10,13,10,13,36442
8,10,9,12,49748
9,11,8,10,71766
10,12,10,13,34633
10,12,8,10,45270
10,15,10,14,54631
11,13,10,12,40582
10,13,9,12,38734
10,13,9,12,27970
9,12,9,12,62171
9,12,10,13,60684
10,13,10,14,58256
10,13,9,13,36332
16,7,9,11,27792
9,10,10,12,36920
9,11,10,11,2927
9,12,10,12,62420
9,10,9,11,1863
9,12,9,10,48204
11,13,10,13,29484
9,12,9,11,44874
11,16,11,15,24880
10,13,10,12,50490
10,13,10,13,48862
10,12,9,8,78586
10,12,9,11,54999
9,11,10,12,72632
10,12,8,10,66245
9,11,9,11,11589
10,13,10,13,61401
16,7,10,10,62916
9,11,9,12,47436
10,13,10,13,57075
9,11,9,12,67517
10,12,10,13,57090
9,10,9,10,77338
9,11,8,10,848
10,14,9,12,64909
10,12,10,13,75681
8,10,8,10,66668
10,12,9,12,40230
9,11,9,11,56726
9,12,9,12,2953
9,13,9,13,75842
9,11,10,12,81674
9,13,9,12,40053
9,11,10,13,2078
10,13,11,13,39622
9,13,11,17,80049
10,13,9,12,31372
9,12,16,7,47483
9,11,9,11,46030
10,13,9,11,69374
10,13,10,13,31944
9,11,9,12,8063
9,12,9,12,32600
10,13,10,13,51884
8,10,10,12,38370
10,14,11,13,38266
9,11,10,13,31335
9,12,10,11,76714
9,11,9,12,74381
11,13,10,12,17397
10,12,9,12,29139
13,13,11,13,69952
16,7,9,12,67102
9,11,10,12,9497
16,7,9,12,54725
9,11,9,11,3280
10,13,10,13,57674
10,13,10,13,45301
9,12,10,12,58909
9,13,9,12,71459
9,12,11,17,16114
11,14,10,15,31319
10,13,10,14,47965
9,12,9,13,63273
9,12,9,11,58451
9,12,10,13,70112
9,11,9,11,66208
10,12,10,13,37217
9,12,9,13,21086
9,11,9,11,63354
9,10,9,12,15029
8,11,9,12,27703
8,10,10,12,59811
10,13,11,13,31412
9,12,10,12,36183
9,12,9,12,34982
10,13,10,13,82654
9,11,8,10,43468
16,7,12,12,46799
10,13,9,12,66437
9,11,9,11,43988
10,13,8,10,27481
10,12,10,13,50838
9,11,10,13,50810
11,14,10,13,38839
9,11,12,17,10780
10,13,11,15,77881
10,12,9,11,63896
9,11,9,12,42409
9,12,11,9,58066
9,11,9,12,33694
10,13,10,14,37065
9,12,10,13,37105
9,12,9,12,44886
16,7,9,5,62115
10,13,9,12,67026
11,13,10,12,46025
10,13,10,13,60700
10,13,11,13,26918
13,13,9,12,49988
10,13,11,13,6663
9,12,9,13,42533
9,11,10,12,1903
9,12,9,12,68532
9,12,10,12,27407
9,12,9,12,53564
8,10,11,9,9978
10,12,9,11,37593
10,13,10,13,82994
9,12,10,14,82229
10,13,11,14,64972
10,14,10,13,52154
10,13,10,13,54267
9,12,9,12,68184
10,12,8,10,45264
10,14,10,14,28067
10,13,10,12,51754
9,12,11,14,47815
10,13,8,10,60995
10,12,10,13,38685
8,10,9,11,5628
10,12,10,11,71028
9,11,9,12,71700
10,13,11,14,44679
10,12,9,12,65772
9,12,9,10,38961
10,13,9,12,59771
9,11,10,13,10679
9,10,9,10,70030
10,12,8,11,46096
10,13,10,13,45271
10,13,9,12,74470
10,14,10,13,48335
9,12,9,10,72891
9,10,9,11,75060
9,12,10,12,42382
10,13,10,13,32307
9,12,10,12,22644
9,10,12,10,5757
9,11,9,10,85633
9,12,13,13,48373
9,11,10,12,3439
11,13,10,13,56582
11,13,10,13,37652
10,12,9,12,64721
11,14,11,16,82935
9,11,9,12,85882
9,12,10,12,79240
10,14,10,14,76570
10,13,10,13,48433
10,13,11,13,59268
9,13,10,13,62456
8,11,10,13,74011
10,13,10,13,47105
9,10,9,11,77661
9,11,9,12,43581
11,13,10,13,48571
13,13,10,13,53508
9,10,16,7,61336
10,12,10,12,41703
9,11,9,10,49644
16,7,17,11,80460
13,13,9,12,47748
9,11,10,13,69753
10,13,9,11,85247
12,13,11,14,35618
9,12,10,13,38709
9,12,13,13,33475
9,13,10,13,70003
10,12,10,13,61852
16,7,10,12,52900
10,15,11,15,70327
9,12,10,11,60648
11,10,12,9,12177
9,11,9,12,38877
9,13,10,13,70820
10,12,9,12,42404
9,11,9,12,71292
16,7,8,10,37480
10,13,9,12,42075
10,14,9,13,52458
9,11,11,15,59168
9,11,10,12,51325
10,12,10,13,85518
10,13,9,13,45640
10,13,11,13,62625
9,11,9,11,66568
10,13,9,13,64901
9,13,10,13,78361
16,7,11,13,56542
9,11,9,12,8189
10,12,9,11,34046
13,12,14,11,61387
9,12,9,12,32495
10,13,10,12,73313
9,11,11,9,5827
16,7,16,10,51117
16,7,9,12,36141
10,13,10,13,57966
9,13,11,15,73131
10,12,13,13,51830
13,13,9,12,31284
10,14,10,14,34106
9,12,9,12,44088
13,13,15,9,81471
10,12,9,12,51861
10,13,10,13,56699
9,12,9,10,60773
10,12,8,11,83347
10,12,10,12,50807
9,12,8,11,41526
9,11,9,11,42236
9,13,8,11,44091
10,12,10,12,64250
16,7,9,11,78990
10,12,9,12,45445
9,11,10,12,83876
10,13,9,12,35246
8,11,9,12,76109
9,9,10,10,72817
10,12,10,11,72152
13,13,9,12,43212
10,13,10,13,2380
9,8,8,9,51166
10,12,10,12,68320
10,13,9,12,41848
9,12,9,12,83382
9,13,9,13,59391
10,12,10,13,55577
9,11,10,13,46340
16,7,10,12,76251
10,12,10,13,51498
10,13,10,13,49547
8,10,9,13,77889
10,12,10,13,68399
13,12,13,12,65231
16,7,13,18,83330
10,14,10,13,46383
9,12,10,12,48069
10,14,11,14,68196
10,12,10,13,79526
10,12,9,12,58610
9,12,10,13,43306
10,13,10,13,49956
9,12,11,13,85378
9,12,11,13,33786
10,12,8,10,70102
9,12,10,13,28750
10,14,10,13,41220
11,14,9,12,34628
9,12,9,13,36261
9,12,10,12,35465
10,13,9,13,36634
10,13,12,12,8808
16,7,11,15,68137
9,12,9,11,65846
10,14,9,13,54614
9,12,9,12,62303
8,10,9,11,37760
10,13,10,13,78097
11,13,10,13,40047
10,13,11,15,81923
8,11,10,12,25980
10,12,9,11,66261
10,13,9,13,78891
13,13,9,12,36453
9,12,9,13,48034
10,13,10,13,34545
10,13,9,12,77935
9,11,9,11,38880
10,11,9,13,37477
13,13,18,9,81267
9,12,10,12,25933
9,10,9,11,72952
10,12,10,13,47326
10,13,8,10,39824
10,12,9,12,73898
10,12,11,14,46960
10,12,9,11,25368
10,13,9,12,41297
9,13,9,12,29759
10,13,11,13,76848
9,12,11,16,54701
9,12,9,11,55428
9,11,9,11,55329
10,12,9,11,75272
11,14,10,12,36218
9,13,9,12,37272
9,11,11,8,86216
9,11,9,12,71609
9,12,8,11,45242
13,13,11,12,79210
10,12,10,13,63086
9,11,9,10,71427
9,13,11,13,52132
9,11,9,12,55886
10,13,10,13,76171
10,13,10,13,27547
16,7,9,12,79071
10,13,10,13,64551
9,11,9,12,63338
10,12,9,13,75221
9,12,9,13,20947
10,12,9,12,67184
10,13,10,13,55086
9,12,9,12,18213
9,13,10,14,30267
11,13,10,13,79705
10,13,9,13,62713
10,12,9,12,3012
10,13,10,13,63427
10,13,10,13,39879
10,12,10,12,28402
16,7,10,9,69251
10,13,10,12,60289
9,11,8,10,68983
9,12,10,12,36331
10,12,10,12,31276
9,12,10,12,86322
9,13,10,12,50894
8,11,9,11,54473
10,13,9,11,86169
10,11,10,12,74974
9,12,10,13,79176
11,13,10,14,66080
9,12,9,11,33588
9,11,16,7,46815
9,12,9,11,42986
11,13,10,13,69312
10,12,9,12,25159
10,13,8,10,34387
10,12,10,13,78480
10,12,10,12,69132
10,14,11,16,59912
8,10,9,13,68861
10,13,11,13,60513
9,12,10,13,55938
9,11,10,12,77016
10,11,9,11,45974
9,13,9,12,82354
8,10,9,10,75191
9,12,10,13,81852
10,13,10,14,56895
10,13,10,12,52324
10,14,8,11,41473
9,11,8,11,86089
11,13,10,13,57408
8,11,10,12,51034
10,13,10,12,34551
10,14,11,14,52285
10,13,10,14,56510
9,12,10,12,52956
10,13,10,13,43189
9,12,10,15,44588
9,12,9,12,61278
9,13,10,13,25834
10,15,11,15,9754
9,12,10,13,65509
10,13,10,12,61210
9,12,10,12,76679
9,12,10,13,45645
10,13,10,13,81023
9,11,9,12,9014
9,12,9,13,69108
11,14,11,14,39974
10,15,9,13,74626
10,13,10,13,42917
9,12,10,13,44055
9,10,9,8,1160
10,13,10,14,49980
10,13,10,13,50293
10,13,10,10,83440
9,11,9,12,28709
16,7,9,12,39590
16,7,14,11,72120
10,14,9,12,27316
10,13,10,13,38625
9,12,10,13,78199
10,12,10,12,9167
10,13,9,12,58948
10,13,13,13,19754
9,12,10,12,37669
9,11,9,12,6447
10,12,9,12,61360
10,11,9,11,70943
10,12,10,12,42018
10,12,9,12,85646
9,12,9,11,71438
10,12,10,12,40131
10,12,9,12,33805
9,11,9,11,59198
9,12,9,11,61814
9,12,10,12,35948
9,13,9,13,67790
11,13,10,13,44965
9,11,10,12,3773
10,12,11,13,61540
9,11,10,11,83029
9,11,9,11,54164
8,10,9,11,64743
9,11,10,12,65212
9,11,9,10,49839
10,13,10,12,41057
16,7,16,7,71644
9,11,9,11,60243
10,12,9,11,57160
10,11,10,11,57627
9,11,9,12,78018
9,10,9,12,51802
10,13,11,14,32280
10,13,10,12,85916
10,12,8,10,62231
11,13,10,12,25348
11,14,10,13,54430
9,11,10,12,3061
9,13,10,13,34840
9,11,9,11,33441
9,11,10,11,34536
10,13,10,12,54595
10,13,3,9,53236
10,13,10,11,55152
10,13,10,13,60536
10,12,9,11,48087
12,13,9,12,53133
9,12,9,11,63973
9,13,9,9,76228
10,13,11,14,58460
10,11,9,11,54172
10,13,10,13,3809
10,13,9,12,44642
10,13,10,13,46577
9,12,9,12,61817
10,12,10,12,59903
13,13,12,12,86276
9,11,8,10,35588
10,11,9,11,53885
10,12,9,11,60992
10,11,9,11,28508
9,11,9,10,57350
9,11,9,11,7415
9,12,10,13,65824
10,13,9,12,52048
16,7,16,9,46364
9,11,9,11,48781
10,13,11,13,61891
10,12,10,13,10056
9,13,10,13,57516
9,12,9,10,70228
9,12,10,13,75594
9,12,9,12,13924
11,13,9,13,47432
9,11,10,13,35312
10,12,9,11,42911
16,7,13,8,66659
16,7,10,12,74143
9,10,10,12,69997
10,12,9,12,65550
9,12,9,13,54148
10,13,10,13,35975
9,12,9,8,3948
9,11,9,11,45085
10,13,10,13,60900
10,12,10,12,56712
10,13,10,14,75544
11,13,10,13,36448
10,12,10,12,77997
10,13,8,10,75802
10,11,9,12,75469
10,13,9,12,37157
9,10,10,13,86121
9,11,10,14,68244
10,13,11,14,76804
9,12,10,13,75398
9,11,9,11,62405
10,12,9,12,55126
10,12,10,13,25281
11,11,11,11,33793
9,12,9,12,67494
10,13,10,13,66782
16,7,10,12,72299
9,11,9,12,31815
10,12,8,10,46270
9,11,10,12,71250
16,7,12,6,48894
10,12,10,13,54733
10,13,10,13,54480
9,12,11,13,73202
9,12,10,13,68290
10,13,9,12,53700
9,11,9,11,74831
9,10,8,10,76796
8,10,9,11,85715
16,7,11,14,21873
10,12,9,12,44426
10,12,10,12,14972
10,13,11,14,61865
9,13,10,14,54572
10,12,9,12,55610
8,11,9,11,83086
9,12,9,12,43237
8,10,9,12,45648
10,13,9,12,48255
10,14,10,13,33750
9,11,9,12,50295
9,11,10,12,4527
9,11,9,11,78610
9,10,16,7,45363
9,12,10,13,57369
10,12,10,12,64995
9,12,9,11,40181
9,12,10,12,84139
10,13,10,13,71722
9,12,10,12,53781
16,7,9,12,48601
10,12,9,12,36118
9,12,9,12,43223
13,13,8,10,49724
10,13,10,12,48433
9,12,9,13,57172
10,13,10,12,34220
11,13,10,13,63602
9,12,10,13,64873
16,7,15,9,55288
10,12,10,12,74844
10,13,10,13,54759
10,12,10,13,62423
16,7,9,12,58252
9,11,10,13,61317
10,13,10,12,41726
10,12,10,13,57066
10,13,10,13,59786
13,13,9,11,48742
9,10,9,12,479
9,12,9,12,54038
16,7,11,15,64204
9,13,10,15,75288
9,12,9,12,47299
9,12,10,13,57211
10,13,10,14,35374
10,11,9,11,42634
